"preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
249950,2,1,22,768,1,0,4,85,0,1959,0
320000,3,2,26,945,1,0,5,100,0,1978,0
305000,4,4,51,729,2,0,5,126,267,1942,0
503000,2,4,66,5365,1,4,3,136,450,1948,2003
235750,2,1,17,1013,1,0,2,67,0,1938,0
657000,4,4,64,767,1,2,3,123,457,1954,2005
385000,3,1,29,657,1,0,4,113,0,1956,0
389950,4,4,73,725,2,0,3,283,0,1991,0
150000,2,1,19,924,1,0,3,74,0,1954,2005
254500,4,5,60,654,2,0,3,155,283,1998,2006
555000,4,3,55,733,1,0,4,129,307,1977,0
1075000,4,3,84,828,1,4,4,189,500,1976,1992
245000,4,2,37,720,1,0,3,94,180,1967,2011
319950,2,1,25,524,1,2,5,96,0,1949,0
337000,3,1,25,550,1,0,5,96,0,1951,0
492000,4,2,38,450,2,0,3,148,0,1907,1983
1170000,3,5,67,1092,2,3,4,255,20,1987,0
348580,3,1,28,709,1,0,3,110,0,1966,0
180000,2,1,33,405,1,0,3,81,167,1922,2008
4e+05,3,1,24,563,1,0,3,94,0,1942,1999
295000,4,2,23,958,1,0,5,88,0,1978,0
910000,4,4,78,980,2,0,3,202,367,1963,2000
431500,3,5,44,145,2,0,3,129,157,2008,0
180000,4,3,40,656,1,0,3,92,240,1962,2003
1180500,3,4,37,648,1,0,3,98,173,1973,2013
635700,4,4,75,1258,1,0,3,167,460,1977,2004
482000,5,3,52,864,1,0,3,119,303,1978,0
805000,4,5,56,540,1,0,5,127,333,1950,0
398000,2,1,14,985,2,0,3,53,0,1983,2009
665000,4,4,60,1565,2,0,3,234,0,1996,0
940000,4,5,48,360,2,0,3,187,0,1912,2000
655000,4,4,66,1115,2,0,3,257,0,1999,0
622500,4,4,69,730,2,0,3,268,0,2000,0
380000,2,4,29,89,2,0,3,95,57,2011,0
648360,4,4,53,630,1,1,4,102,377,1947,1988
432000,3,5,51,1343,1,0,3,99,367,1982,0
1050000,4,4,70,1133,2,0,4,273,0,1988,0
1e+06,4,3,99,1682,2,0,3,383,0,1996,0
330000,4,5,73,558,2,0,3,284,0,2005,0
408000,3,3,45,650,1,0,4,176,0,2006,0
321000,3,3,31,116,3,0,3,121,0,2010,0
1051000,4,6,90,493,3,0,3,347,0,2007,0
359000,3,3,32,80,3,0,3,122,0,2008,0
3e+05,5,4,64,540,2,0,3,248,0,2006,0
380000,5,5,56,420,2,0,3,218,0,2013,0
660000,3,4,57,390,2,0,3,221,0,2010,0
355000,3,3,30,86,3,0,3,115,0,2005,0
353000,1,1,13,115,2,0,3,50,0,2008,0
430000,2,4,35,143,2,0,3,112,93,2007,0
80000,1,3,10,455,1,0,2,39,0,1912,0
782000,4,4,55,865,2,0,4,214,0,1991,0
325000,3,1,45,618,1,2,3,101,267,1952,2008
980000,4,3,85,527,1,3,3,185,540,1967,2011
902000,4,3,59,828,1,0,5,141,320,1976,0
556000,5,4,89,1521,2,0,3,346,0,1991,0
662990,3,4,29,324,2,0,5,112,0,1926,0
225000,2,1,30,1068,2,0,4,117,0,1975,0
439950,4,4,55,1086,2,0,3,214,0,2002,0
175000,2,1,30,3999,1,0,5,117,0,1958,0
306000,2,1,18,1215,1,0,4,70,0,1946,1989
235000,4,4,42,3568,1,0,3,111,193,1970,2014
399500,3,4,56,1141,2,0,3,218,0,1911,1986
478000,3,1,30,232,2,0,3,115,0,1910,2014
515000,2,1,39,585,1,0,4,103,180,1941,1998
149000,3,1,39,778,1,0,3,153,0,1955,2005
526000,3,4,39,308,1,0,3,86,240,1992,0
527550,1,3,19,5371,1,0,3,74,0,1999,0
1050000,3,4,102,3849,2,0,5,394,0,1983,0
625000,3,4,60,908,1,0,3,234,0,1984,0
950000,5,4,79,671,2,0,3,306,0,1999,0
377691,5,4,49,756,1,0,4,119,267,1942,1982
648475,4,5,52,513,1,0,3,108,350,1951,1994
383000,3,1,42,505,1,0,4,108,200,1942,1982
535000,3,4,51,686,2,0,3,199,0,1994,0
449950,3,2,36,367,2,0,3,140,0,1923,1982
465425,4,5,56,1865,1,0,3,219,0,1967,2011
675000,4,4,59,3294,2,0,4,230,0,1987,0
416000,3,3,26,879,1,0,4,100,0,1963,0
595000,2,3,24,405,1,0,3,75,67,1924,2011
2e+05,4,1,31,1036,1,0,3,122,0,1966,0
402000,3,2,36,164,2,0,3,139,0,2005,0
433000,4,4,43,864,1,0,4,91,273,1966,0
1325000,4,3,78,713,1,3,3,167,503,1988,2000
607000,3,1,29,730,1,0,4,111,0,1951,1999
549900,4,3,66,19249,2,0,4,255,0,1987,0
258000,3,4,38,679,1,0,3,118,103,1988,2000
661254,4,4,53,563,2,0,5,152,200,1940,0
945000,4,2,66,1203,1,0,3,128,473,1952,2008
799950,4,5,98,17714,2,0,3,380,0,1993,0
132500,3,1,25,945,1,0,3,97,0,1967,2011
467100,3,4,38,778,1,0,3,107,143,1973,2013
1610000,4,5,102,1044,2,3,3,275,443,1990,2009
641000,3,4,38,358,1,0,5,85,227,1926,0
350000,3,1,23,1012,1,0,4,91,0,1947,1988
335000,4,4,41,763,1,0,4,112,170,1983,0
9e+05,3,5,95,19593,2,3,3,367,0,2000,0
440000,4,4,59,936,1,0,4,115,427,1965,0
464600,3,4,26,495,2,0,4,101,0,1925,1968
1200000,4,5,110,15525,2,0,3,427,0,2003,0
670500,4,2,37,608,1,0,3,143,0,1951,1994
788600,4,5,81,648,2,0,3,315,0,2005,0
445000,3,2,38,783,1,0,3,147,0,1987,2000
530000,4,4,42,450,1,0,4,85,290,1951,1999
90000,2,1,13,675,1,0,3,52,0,1943,2002
585000,3,2,39,411,2,0,3,150,0,1931,0
498000,2,2,26,745,1,0,3,103,0,1924,2009
379000,2,1,19,574,1,2,3,72,0,1940,1996
462000,3,4,30,232,1,0,5,74,160,1919,1934
255000,3,2,35,753,2,0,3,134,0,1984,0
665000,3,5,42,860,1,0,4,119,160,1966,0
550000,3,2,43,824,1,0,5,165,0,1959,0
334000,4,4,51,547,1,2,4,127,267,1965,0
360000,3,2,30,119,3,0,3,114,0,2006,0
580000,3,4,38,106,3,4,3,132,50,2008,0
355000,3,2,28,107,3,0,3,110,0,2007,0
372000,4,4,46,837,1,0,5,121,207,1979,0
479000,3,1,32,270,2,0,3,123,0,1924,2011
501000,2,1,23,389,1,0,5,91,0,1924,1956
245000,3,4,29,622,1,0,3,113,0,1994,0
496700,3,4,40,520,2,0,4,157,0,1989,0
347000,4,3,62,902,2,0,3,240,0,1996,0
199000,2,1,17,648,1,0,5,65,0,1943,0
440500,3,4,57,396,2,0,3,221,0,2007,0
820000,4,4,85,630,2,0,3,330,0,2005,0
325000,4,5,61,309,2,3,3,148,330,1984,0
195000,3,4,36,761,1,0,3,141,0,1991,0
675000,3,3,69,2520,1,0,3,164,387,1981,2013
295000,3,4,36,378,2,0,3,140,0,2003,0
355300,3,4,38,667,1,0,5,146,0,1955,0
276000,3,1,26,450,1,0,3,103,0,1960,2012
460000,2,3,63,1789,1,0,4,141,387,1976,1992
880000,3,2,49,3165,1,0,4,192,0,1989,0
370000,3,4,41,365,2,0,3,160,0,2001,0
346000,4,4,49,352,2,0,3,189,0,2009,0
172500,3,1,26,792,1,0,3,103,0,1972,2002
379950,3,3,39,823,1,0,4,103,183,1956,0
468000,2,1,27,540,1,0,4,77,100,1942,1982
477000,4,5,40,564,2,0,3,155,0,1978,0
529000,3,1,28,300,2,0,4,109,0,1924,0
312000,3,3,29,124,3,0,3,113,0,2004,0
326100,2,1,20,691,1,0,3,79,0,1942,1999
360000,3,1,24,829,2,0,3,95,0,1954,2005
438000,3,4,38,1165,1,0,4,149,0,1961,2001
360000,3,1,36,852,1,0,3,141,0,1954,2005
1050000,4,4,68,648,1,3,3,132,483,1921,2006
688000,4,3,70,360,2,3,3,177,343,1913,2014
585000,3,4,43,696,1,0,4,167,0,1983,0
265000,3,4,33,697,1,0,4,90,147,1983,0
375000,3,4,33,790,1,0,3,130,0,1973,2013
326500,3,1,42,1114,2,0,3,163,0,1970,2014
160000,2,1,27,842,1,0,3,106,0,1918,0
1570000,4,6,71,527,2,0,5,216,223,1927,0
735000,5,5,79,469,2,0,3,305,0,2004,0
4e+05,2,1,34,551,1,0,2,132,0,1940,0
8e+05,4,4,62,648,1,0,3,124,433,1952,2013
405000,3,4,46,729,1,0,4,118,223,1949,1985
399000,4,4,67,836,2,0,3,229,110,1979,2014
730001,3,2,43,428,1,0,5,91,277,1951,0
1795000,4,4,94,1170,2,3,3,365,0,2000,0
260000,3,2,38,722,1,0,3,147,0,2003,0
751750,2,2,44,486,2,0,3,169,0,1902,0
325000,3,4,41,1179,1,0,4,160,0,1983,0
457500,3,4,43,363,1,0,5,95,263,1925,0
389000,5,2,54,968,1,0,4,107,380,1962,0
515000,4,4,74,583,2,0,3,288,0,2005,0
732000,3,4,54,179,2,4,3,127,307,2004,0
415000,3,3,45,798,1,0,3,122,200,1964,2000
1655000,4,5,72,433,2,3,3,207,260,1937,2009
535000,2,1,24,497,1,0,3,94,0,1951,1994
540000,4,5,46,321,2,0,3,176,0,1940,2003
525000,5,3,64,342,2,0,5,158,333,1926,0
570000,3,4,45,3259,1,0,3,174,0,1977,2004
569950,5,6,113,3681,2,0,3,437,0,2001,0
283200,4,4,46,577,2,0,3,178,0,2004,0
1100000,3,5,61,365,2,0,5,158,297,1926,0
830000,4,4,43,4560,1,0,3,129,140,1978,0
495000,4,3,45,823,1,0,4,129,170,1956,0
415000,5,3,44,920,1,0,3,102,257,1961,2004
295832,5,1,33,576,1,0,5,86,150,1955,0
1381000,4,6,73,857,3,0,3,284,0,1997,0
857000,4,3,86,2614,2,0,3,335,0,1991,0
499950,3,5,42,135,2,0,3,129,130,2014,0
329000,3,1,37,536,1,0,4,104,150,1964,0
475000,3,2,29,1035,1,0,4,111,0,1984,0
255000,3,1,22,729,1,0,3,86,0,1955,2005
435000,3,1,30,360,2,2,3,114,0,1928,1954
685000,3,4,65,693,2,0,3,253,0,2001,0
715000,2,4,50,502,1,0,3,194,0,2002,0
780000,3,3,59,194,2,0,3,140,320,1925,2006
345000,2,3,27,76,2,0,3,89,63,2005,0
282000,3,4,39,1414,1,0,3,112,147,1994,0
244000,3,1,21,473,1,0,4,82,0,1971,0
967500,3,6,75,522,2,2,4,213,293,1951,1999
375000,3,3,46,656,1,0,3,137,160,1965,1993
1600000,3,4,88,1710,2,4,3,341,0,1985,0
527500,3,4,54,7096,1,0,3,158,183,1977,2004
994000,3,3,58,571,2,2,5,163,233,1932,2002
313000,3,4,31,558,1,0,5,119,0,1948,1985
587000,3,3,55,19602,2,0,3,213,0,1979,2014
304000,3,1,21,675,1,0,4,81,0,1972,0
305000,4,1,49,836,1,0,4,95,350,1968,0
280000,3,1,28,563,1,0,3,83,93,1943,2002
960000,5,4,86,1368,2,0,3,335,0,2005,0
5e+05,3,3,41,409,2,0,3,158,0,1988,2000
274950,3,4,39,667,1,0,3,119,117,1987,2000
455600,3,4,56,743,2,0,3,218,0,1998,2006
970000,5,3,81,1367,2,0,4,313,0,1964,0
535000,4,4,54,504,2,0,3,211,0,1921,2013
427000,2,1,21,340,1,0,3,83,0,1910,2006
405000,2,1,21,584,1,0,3,82,0,1942,1999
480000,3,1,27,445,1,2,3,104,0,1943,2002
725000,3,3,58,430,2,2,3,131,350,1940,1996
268000,4,2,45,594,1,0,4,93,300,1967,0
488000,3,4,37,230,3,0,3,143,0,1985,0
760000,4,4,77,666,2,0,3,300,0,2009,0
1710000,5,6,107,1322,2,0,3,413,0,2009,0
754950,3,4,61,653,2,0,3,235,0,2014,0
263900,3,4,39,243,2,0,3,149,0,2014,0
460000,3,5,37,129,2,0,3,112,120,2006,0
399950,3,3,30,95,3,0,3,117,0,2009,0
370000,2,3,30,75,2,0,3,97,67,2009,0
1149000,4,3,138,1038,2,4,3,446,330,2004,0
450800,4,4,58,478,2,0,3,226,0,2009,0
627000,3,5,63,313,2,0,3,149,353,2005,0
495000,3,4,41,139,3,0,3,158,0,2013,0
310000,3,1,33,1791,2,0,4,129,0,1927,0
799000,4,3,60,18857,2,0,3,232,0,1984,0
630000,4,4,64,3879,2,0,3,247,0,1993,0
267000,3,4,58,396,2,0,3,225,0,2007,0
9e+05,6,5,53,2230,2,0,4,207,0,1950,1985
365000,3,3,30,1102,1,0,3,117,0,1963,2008
544500,4,4,52,937,1,0,5,131,260,1974,0
599000,4,5,47,248,1,0,3,91,337,1917,2014
815000,4,3,46,342,2,0,3,180,0,2001,0
254000,2,1,25,737,1,0,4,95,0,1952,0
740000,2,4,48,432,1,0,5,97,333,1923,0
225000,3,2,47,2235,1,0,4,110,270,1979,0
925000,3,4,62,630,2,0,5,166,283,1943,0
1285000,4,4,75,972,1,0,3,203,327,1946,0
537000,3,4,36,1163,2,0,5,140,0,1999,0
840000,4,5,71,252,2,0,3,189,313,1906,2014
224000,3,3,36,657,1,0,4,94,173,1964,0
395000,3,4,52,338,2,0,3,203,0,2006,0
450000,3,1,26,414,1,0,3,99,0,1917,2009
681000,3,1,39,572,2,0,3,153,0,1907,1983
898000,5,3,62,2521,1,0,4,131,410,1963,0
370000,3,1,19,207,1,0,4,72,0,1908,0
429000,2,4,31,568,1,0,3,122,0,2005,0
150000,3,1,19,691,2,0,3,74,0,1910,2006
555000,3,4,73,384,2,0,3,239,170,2006,0
326000,3,5,40,2520,1,0,4,155,0,1958,1972
225000,3,4,39,608,2,0,3,151,0,1994,0
245100,3,4,30,716,1,0,3,117,0,1996,0
665000,3,4,51,933,2,0,3,197,0,1987,2000
535000,3,4,40,361,2,0,3,155,0,1994,0
305000,3,1,27,1060,1,0,3,104,0,1968,1997
999000,7,4,73,3135,1,0,3,284,0,1957,2005
215000,3,4,28,727,1,0,4,109,0,1983,0
432500,3,4,46,459,1,0,3,114,237,1965,1993
655000,4,4,69,510,2,0,3,269,0,2003,0
266200,3,3,33,864,1,0,4,129,0,1966,0
244615,3,4,48,363,2,0,3,185,0,1999,0
460000,4,3,52,4768,2,0,3,201,0,1991,0
370000,4,4,72,1678,2,0,3,278,0,1995,0
465000,6,4,99,2099,1,3,3,194,700,1967,2011
1175000,3,4,46,2086,1,4,3,99,290,1937,1998
189000,2,2,39,285,1,0,5,77,283,1927,0
820000,3,4,58,495,2,2,3,226,0,1995,0
968000,6,5,84,1582,1,4,5,186,513,1959,0
1400000,4,4,69,630,2,3,3,193,280,1900,2014
1210000,4,5,85,628,2,2,4,228,373,1951,2003
6e+05,4,2,58,3433,1,0,3,226,0,1960,2012
589000,3,1,26,540,2,0,5,100,0,1932,2002
590000,3,2,38,554,2,0,4,149,0,1926,1993
479900,3,2,46,1094,1,0,3,178,0,1994,0
210000,2,3,20,104,2,0,3,79,0,2007,0
745000,3,4,35,882,1,0,4,103,117,1947,1988
840500,3,2,59,486,2,0,4,127,370,1906,1990
420000,3,4,42,2009,1,0,3,113,190,1977,2004
565000,7,6,96,816,1,0,3,186,690,1978,0
840000,4,4,79,756,2,0,3,308,0,2000,0
681716,4,4,73,655,2,0,3,284,0,2006,0
6e+05,3,4,37,667,1,0,3,104,143,1967,2011
380000,3,2,39,745,1,0,3,149,0,1949,1998
168500,3,1,26,911,1,0,3,99,0,1969,2010
355000,2,1,30,288,1,0,4,86,103,1920,0
277000,4,1,34,563,1,0,3,89,153,1964,2000
236000,4,3,43,854,1,0,4,108,210,1989,0
270000,3,4,30,371,1,0,4,59,217,1918,1953
7e+05,2,4,54,495,2,2,3,155,200,1925,2000
425000,4,5,39,859,1,0,4,97,200,1979,0
635000,3,4,53,495,2,0,4,180,100,1921,0
510250,3,4,33,360,1,0,3,78,177,1951,1994
960000,4,3,56,410,2,2,5,162,203,1929,0
254000,3,2,34,673,1,0,4,133,0,1992,0
299000,3,1,32,866,2,0,4,125,0,1954,1979
175000,2,1,19,243,1,0,3,75,0,1996,0
157500,2,1,17,810,1,0,3,67,0,1949,1998
580000,5,2,45,540,1,0,5,87,323,1945,0
124740,3,1,31,1404,1,0,4,121,0,1978,2000
1970000,8,5,103,583,2,3,5,283,433,1959,0
285000,2,1,19,562,1,0,3,72,0,1954,2005
242000,3,4,30,868,1,0,3,118,0,1979,2014
840000,4,4,54,360,2,0,5,117,343,1924,1956
474800,2,4,33,112,3,0,3,126,0,2000,0
490000,4,4,55,393,2,0,3,212,0,2003,0
465000,3,3,43,518,2,0,3,166,0,2003,0
515000,4,4,62,646,2,0,3,241,0,2004,0
430000,3,6,90,643,1,2,3,215,500,1943,2007
253400,3,2,33,778,1,0,5,126,0,1968,0
355000,3,4,56,873,1,0,3,216,0,1990,2009
740000,4,3,68,4172,2,0,4,263,0,1998,0
186950,2,2,32,117,2,0,3,125,0,1986,0
306000,3,4,39,1007,2,0,3,151,0,1984,0
510000,4,3,47,792,1,0,4,92,340,1961,2001
345000,2,1,25,360,1,0,3,97,0,1940,1996
875000,3,5,53,385,1,0,5,115,333,1917,0
7e+05,4,5,104,459,2,0,3,305,367,2006,0
1400000,4,4,109,824,1,4,3,227,727,2005,0
499950,4,4,65,403,2,0,3,252,0,2012,0
739000,3,4,65,486,2,0,3,253,0,2005,0
363000,4,4,87,648,2,0,3,300,139,2008,0
782000,4,5,91,729,2,0,3,282,260,2007,0
325000,2,4,24,145,2,0,3,95,0,2005,0
452000,4,3,60,900,1,0,4,121,417,1968,0
264950,4,3,40,878,1,0,4,101,200,1978,2000
472000,6,4,102,1263,1,2,4,212,687,1965,0
267500,3,4,37,1072,1,2,3,98,167,1957,2000
565000,4,4,57,2033,2,0,3,220,0,1996,0
535000,3,4,32,91,3,0,3,118,17,2003,0
389000,2,1,21,630,1,0,3,82,0,1952,2008
4e+05,4,3,32,648,1,0,3,103,83,1965,1993
264000,3,3,34,1334,1,0,4,132,0,1958,1972
690000,4,4,68,891,2,0,4,263,0,1990,0
412000,3,4,45,4703,1,0,4,176,0,1985,0
695000,3,4,56,410,2,0,3,215,0,2006,0
246500,3,3,30,1044,1,0,4,114,0,1964,0
230000,2,1,22,680,1,0,3,86,0,1958,2004
820000,4,3,53,599,2,2,3,176,107,1940,1984
145000,3,1,23,494,1,0,3,91,0,1954,2005
436500,2,1,29,450,1,0,3,94,73,1951,1994
2453500,4,5,110,1223,2,0,5,384,153,1935,0
672000,3,4,61,1943,2,0,3,236,0,1992,0
680000,3,3,54,360,2,2,5,137,270,1927,0
750500,5,3,50,220,2,0,4,131,240,1911,1966
550000,5,2,57,854,1,0,4,112,403,1900,1955
266500,4,4,44,687,1,0,4,106,233,1978,2000
619000,4,2,53,306,2,0,5,140,250,1915,0
405000,3,2,29,1296,1,0,3,112,0,1988,2000
3e+05,2,1,19,346,1,0,4,74,0,1916,0
790000,5,4,67,1094,1,0,4,170,337,1967,0
4e+05,4,5,29,348,1,0,3,72,147,1987,2000
950000,4,5,96,1205,2,0,3,373,0,2000,0
450000,4,2,52,695,1,0,5,101,373,1956,0
595000,3,2,34,450,1,0,4,68,243,1928,0
155000,3,1,29,563,1,0,2,93,73,1949,0
4e+05,5,2,45,877,1,0,4,92,303,1962,0
349000,4,4,39,702,1,0,5,101,193,1981,0
529000,3,1,37,578,1,0,3,143,0,1944,0
635200,4,4,38,382,1,0,5,83,240,1921,0
540000,3,3,60,458,1,0,4,126,400,1940,2001
402000,2,1,17,106,2,0,4,64,0,1943,0
329932,3,3,34,454,1,0,3,99,120,1971,0
3e+05,3,4,48,884,2,0,3,187,0,1989,0
525000,5,4,61,829,2,0,3,237,0,2003,0
602500,4,4,64,617,2,0,3,248,0,1999,0
4e+05,4,2,39,1085,1,0,3,150,0,1955,2005
445000,4,4,46,425,2,0,4,107,267,1944,0
525000,3,3,60,471,2,3,3,170,237,1989,0
395000,2,1,31,164,2,0,4,119,0,1909,1989
510000,3,3,52,342,2,0,3,123,290,1929,0
723000,4,3,46,781,1,0,4,116,223,1959,0
503000,3,2,60,9801,2,0,3,178,203,1988,2000
672500,4,5,61,604,2,0,3,236,0,2000,0
860000,3,4,64,822,2,0,3,249,0,1991,0
475300,3,1,49,900,1,0,5,100,333,1924,1956
295000,4,4,53,409,2,0,3,206,0,2001,0
250000,2,1,26,2345,1,0,3,100,0,1951,1994
685000,3,4,45,658,1,1,4,130,167,1960,2001
210000,3,4,37,686,2,0,3,143,0,1986,0
650880,3,4,68,545,2,0,3,264,0,2008,0
350000,4,4,47,2039,2,0,3,184,0,2011,0
305000,2,3,23,81,3,0,3,90,0,2006,0
645000,3,4,40,111,2,2,3,119,137,2008,0
385000,3,1,28,432,1,0,3,110,0,1901,0
395000,4,4,68,450,2,0,3,262,0,2002,0
196440,3,2,36,662,1,0,3,140,0,1992,0
425000,3,4,39,270,1,2,4,76,280,1900,1971
2400000,4,4,96,1866,1,1,3,297,280,1977,2005
349900,3,4,51,655,2,0,3,198,0,1990,2009
650000,2,4,40,225,2,2,3,109,177,1994,0
299950,3,1,28,857,1,0,3,109,0,1955,2005
625000,4,4,98,2308,2,3,3,320,230,1989,0
190000,3,3,37,1057,1,0,3,98,167,1978,0
659000,4,4,74,1024,1,0,5,199,327,1946,0
490000,3,4,45,486,1,2,4,86,320,1947,1988
415000,2,4,31,420,1,0,3,121,0,2004,0
750000,3,4,39,756,1,0,3,131,80,1947,2012
7e+05,4,4,54,321,2,0,3,134,273,1927,2014
642000,3,4,62,907,1,0,3,240,0,1987,2000
655000,4,3,48,762,1,0,3,130,207,1983,2009
1365000,3,4,49,540,2,0,4,188,0,1928,0
458000,5,4,72,2094,1,0,3,269,33,1957,2000
330000,2,4,29,139,2,0,3,112,0,2007,0
560000,3,3,46,662,1,0,3,180,0,1953,0
950000,4,4,58,8311,1,0,4,135,333,1970,0
465000,4,3,42,1831,1,0,5,121,160,1977,0
425000,3,3,42,725,1,0,3,113,187,1974,0
315000,3,2,25,518,1,0,3,95,0,1981,2013
530000,3,4,45,892,2,0,3,176,0,1988,2000
399000,2,1,22,432,1,0,4,85,0,1911,1955
168000,2,3,28,321,2,0,4,110,0,1976,1992
1886700,5,5,97,1614,2,0,3,376,0,2004,0
374000,3,1,28,882,1,0,4,108,0,1971,0
740000,5,6,93,1701,2,0,3,278,300,1937,2010
280000,2,1,44,680,1,0,3,85,313,1919,2001
322000,4,4,53,648,2,0,3,205,0,1994,0
459900,3,4,60,990,1,0,4,116,430,1951,1999
1256500,4,4,73,1233,2,0,4,284,0,1966,0
427000,5,5,52,360,1,0,3,111,330,1973,2013
8e+05,2,3,40,2834,2,2,4,156,0,1947,1988
735000,4,3,66,371,2,0,4,185,260,1931,0
642000,4,4,59,790,2,0,3,230,0,1992,0
240000,3,2,31,540,1,0,4,57,233,1900,1971
645500,2,1,44,468,2,0,4,170,0,1909,1989
840000,7,6,100,3385,2,0,5,386,0,1982,0
475000,2,2,36,4901,2,0,3,139,0,1983,2009
568000,4,2,54,4521,1,0,4,105,390,1966,0
325000,3,4,51,921,1,0,4,98,363,1961,2001
825500,3,4,65,1077,2,0,3,250,0,2009,0
499431,4,5,61,542,2,0,3,236,0,2013,0
919204,4,5,87,450,2,0,3,257,300,2014,0
545000,4,4,63,426,2,0,3,245,0,2012,0
660000,3,3,62,3682,2,0,3,241,0,1984,0
693000,3,4,57,1083,2,0,3,221,0,1996,0
587000,4,4,59,563,2,0,3,230,0,1992,0
615000,3,3,41,103,3,0,3,158,0,2014,0
459000,3,4,38,660,1,0,4,98,177,1974,0
243000,3,4,42,1080,1,0,3,94,250,1960,2012
1505000,4,5,81,651,2,0,3,232,300,1926,2010
660000,4,4,65,891,2,0,4,250,0,1978,2000
1595000,5,3,85,742,2,3,3,229,367,1982,0
250000,1,1,17,360,1,0,3,68,0,1918,0
315000,3,1,22,597,1,0,3,86,0,1952,2008
404000,3,3,47,799,1,0,3,120,233,1963,2008
559900,3,5,68,501,1,0,3,167,357,2004,0
285000,2,4,32,97,2,0,3,103,80,2011,0
5e+05,3,2,40,497,1,2,5,86,253,1941,0
380000,2,1,28,432,1,0,3,95,50,1950,2005
405000,2,4,40,381,2,0,3,120,127,1920,1979
439900,2,2,33,1105,2,0,5,127,0,1909,1988
525000,4,4,68,687,2,2,3,262,0,2006,0
580000,4,4,52,636,2,0,3,200,0,1988,2000
1250000,5,4,73,1191,2,0,5,284,0,1972,0
275000,3,2,32,405,1,0,3,124,0,2008,0
629000,3,2,41,450,1,0,5,86,267,1920,0
395000,1,1,17,270,1,0,3,66,0,1911,1979
965000,4,4,57,450,2,0,5,146,280,1938,0
820000,3,4,50,564,1,0,4,125,257,1960,2001
661000,4,3,46,414,2,2,4,128,190,1932,1958
789000,3,3,87,3568,2,2,3,337,0,1991,0
668500,4,4,63,495,2,0,3,244,0,1999,0
725995,4,4,74,708,2,2,3,287,0,2001,0
1e+06,3,4,63,525,2,0,3,246,0,1998,2006
686000,3,3,43,899,2,0,5,166,0,1961,0
1965221,4,5,102,766,2,1,3,325,253,2003,0
653000,3,4,53,313,2,0,3,206,0,2006,0
430000,2,1,23,432,1,0,3,89,0,1947,2012
305000,2,3,26,268,2,0,3,103,0,1988,2000
809000,4,3,43,390,2,0,4,166,0,1917,0
440150,2,1,26,612,1,0,5,90,37,1947,0
1035000,3,4,52,518,2,0,3,201,0,2003,0
455000,2,1,27,540,1,0,4,87,67,1941,1998
635000,3,4,46,648,1,0,4,88,327,1940,2001
675000,3,3,61,810,2,0,3,235,0,1988,2000
316000,3,3,49,785,1,0,3,141,187,1987,2000
955000,3,3,70,3920,2,0,3,245,100,1969,2010
985000,3,4,39,486,2,0,5,150,0,1912,0
465500,3,4,44,630,1,0,3,116,200,1965,1993
305000,3,1,22,1213,1,0,3,86,0,1950,2005
730000,4,2,55,540,1,0,5,113,367,1939,0
366000,3,4,35,747,1,0,3,136,0,1967,2011
472500,3,2,41,1395,1,0,3,134,87,1982,0
550000,3,2,42,366,2,0,3,163,0,1925,2002
440000,4,5,54,993,1,0,3,155,207,1967,2011
535000,3,4,39,866,2,0,3,152,0,1984,0
3e+05,4,4,48,673,2,0,3,186,0,2003,0
432500,3,4,52,576,2,0,3,202,0,2002,0
870000,4,3,105,1960,2,2,3,274,487,1980,0
492000,3,4,64,3593,1,0,4,142,397,1978,2000
199950,3,1,23,652,1,0,3,91,0,1969,2010
439800,3,3,26,621,1,0,5,101,0,1956,0
687000,4,4,102,16816,2,0,4,396,0,1993,0
345000,3,4,46,509,1,1,3,119,223,1963,2008
274950,3,1,34,794,1,0,3,95,133,1958,2004
270000,4,4,45,765,2,0,3,173,0,1998,2006
342000,2,4,27,123,2,0,3,67,145,2005,0
327000,3,3,31,1188,1,0,3,119,0,1970,2014
610000,5,4,93,346,1,0,4,179,667,1962,0
455000,2,1,26,515,1,0,3,77,97,1947,2012
540000,4,4,40,382,2,0,4,131,87,1925,1968
411000,4,5,50,892,1,0,5,112,303,1976,0
544000,3,3,42,738,2,1,3,161,0,1910,2006
802000,2,4,51,569,1,0,3,199,0,2003,0
568500,3,5,51,677,1,0,4,118,290,1981,0
391000,3,3,33,116,2,0,3,116,40,2004,0
298000,3,4,45,324,2,0,3,176,0,2010,0
4e+05,3,4,35,84,3,0,3,126,30,2006,0
328500,3,4,45,732,2,0,4,176,0,1990,0
850000,3,4,32,347,1,0,5,69,200,1911,1988
930000,4,4,51,360,2,0,5,129,257,1908,0
530000,3,4,29,544,2,0,5,113,0,1942,0
495000,4,3,52,798,1,0,4,100,370,1961,2001
5e+05,3,4,38,378,1,0,5,75,263,1945,0
325000,3,4,52,2370,1,0,3,203,0,1980,0
365000,3,4,40,8992,2,0,4,155,0,1990,0
471000,4,4,70,872,2,0,3,182,337,1998,2006
223000,3,1,24,821,1,0,3,93,0,1961,2004
503000,3,4,51,439,2,0,3,197,0,1999,0
